dataset,primary_label,competitor,best_test_metric,rank
SGEMM_GPU_kernel_performance,multimodal,excelformer|0.8_0.15_0.05|encoding,0.021464720861032828,14
SGEMM_GPU_kernel_performance,multimodal,excelformer|0.8_0.15_0.05|columnwise,0.01480944580764077,1
SGEMM_GPU_kernel_performance,multimodal,excelformer|0.8_0.15_0.05|decoding,0.10306937247514725,38
SGEMM_GPU_kernel_performance,multimodal,tabtransformer|0.8_0.15_0.05|start,0.16545171332074549,62
SGEMM_GPU_kernel_performance,multimodal,tabtransformer|0.8_0.15_0.05|materialize,0.8447082517546682,82
SGEMM_GPU_kernel_performance,multimodal,tabtransformer|0.8_0.15_0.05|encoding,0.8470439897123481,83
SGEMM_GPU_kernel_performance,multimodal,tabtransformer|0.8_0.15_0.05|columnwise,613.6487951181848,99
SGEMM_GPU_kernel_performance,multimodal,tabtransformer|0.8_0.15_0.05|decoding,0.8695439100265503,86
SGEMM_GPU_kernel_performance,multimodal,tabm|0.8_0.15_0.05|start,0.028868792578577995,18
SGEMM_GPU_kernel_performance,multimodal,tabm|0.8_0.15_0.05|materialize,0.020686578005552292,12
SGEMM_GPU_kernel_performance,multimodal,tabm|0.8_0.15_0.05|encoding,0.03622271120548248,22
SGEMM_GPU_kernel_performance,multimodal,tabm|0.8_0.15_0.05|columnwise,0.12962636351585388,46
SGEMM_GPU_kernel_performance,multimodal,tabm|0.8_0.15_0.05|decoding,0.17298805713653564,65
SGEMM_GPU_kernel_performance,multimodal,resnet|0.8_0.15_0.05|start,0.026179425507975966,16
SGEMM_GPU_kernel_performance,multimodal,resnet|0.8_0.15_0.05|materialize,0.16308462405104163,59
SGEMM_GPU_kernel_performance,multimodal,resnet|0.8_0.15_0.05|encoding,0.016850366327064544,7
SGEMM_GPU_kernel_performance,multimodal,resnet|0.8_0.15_0.05|columnwise,0.03670881890363407,24
SGEMM_GPU_kernel_performance,multimodal,resnet|0.8_0.15_0.05|decoding,129.18161010742188,98
SGEMM_GPU_kernel_performance,multimodal,subtab|0.8_0.15_0.05|start,0.25582972184717734,79
SGEMM_GPU_kernel_performance,multimodal,subtab|0.8_0.15_0.05|materialize,0.25062580998838924,78
SGEMM_GPU_kernel_performance,multimodal,subtab|0.8_0.15_0.05|encoding,0.20080476000543857,69
SGEMM_GPU_kernel_performance,multimodal,subtab|0.8_0.15_0.05|columnwise,0.21157304384041417,72
SGEMM_GPU_kernel_performance,multimodal,subtab|0.8_0.15_0.05|decoding,0.23493623733520508,74
SGEMM_GPU_kernel_performance,multimodal,vime|0.05_0.15_0.8|start,0.1039989860618452,39
SGEMM_GPU_kernel_performance,multimodal,vime|0.05_0.15_0.8|materialize,0.09861000443260956,37
SGEMM_GPU_kernel_performance,multimodal,vime|0.05_0.15_0.8|encoding,0.09054421535869878,35
SGEMM_GPU_kernel_performance,multimodal,vime|0.05_0.15_0.8|columnwise,0.09733019779288403,36
SGEMM_GPU_kernel_performance,multimodal,vime|0.05_0.15_0.8|decoding,0.19789517854857383,68
SGEMM_GPU_kernel_performance,multimodal,tabtransformer|0.05_0.15_0.8|start,0.2840657218691639,81
SGEMM_GPU_kernel_performance,multimodal,tabtransformer|0.05_0.15_0.8|materialize,0.8785326015109354,87
